 time            v(finalp)       v(finaln)      
 0.00000000e+00  2.70514084e+00  2.70514084e+00 
 2.50000000e-15  2.70514084e+00  2.70514084e+00 
 5.00000000e-15  2.70514084e+00  2.70514084e+00 
 1.00000000e-14  2.70514084e+00  2.70514084e+00 
 2.00000000e-14  2.70514084e+00  2.70514084e+00 
 4.00000000e-14  2.70514084e+00  2.70514084e+00 
 8.00000000e-14  2.70514084e+00  2.70514084e+00 
 1.60000000e-13  2.70514084e+00  2.70514084e+00 
 3.20000000e-13  2.70514084e+00  2.70514084e+00 
 5.70000000e-13  2.70514084e+00  2.70514084e+00 
 8.20000000e-13  2.70514084e+00  2.70514084e+00 
 1.07000000e-12  2.70514084e+00  2.70514084e+00 
 1.32000000e-12  2.70514084e+00  2.70514084e+00 
 1.57000000e-12  2.70514084e+00  2.70514084e+00 
 1.82000000e-12  2.70514084e+00  2.70514084e+00 
 2.07000000e-12  2.70514084e+00  2.70514084e+00 
 2.32000000e-12  2.70514084e+00  2.70514084e+00 
 2.57000000e-12  2.70514084e+00  2.70514084e+00 
 2.82000000e-12  2.70514084e+00  2.70514084e+00 
 3.07000000e-12  2.70514084e+00  2.70514084e+00 
 3.32000000e-12  2.70514084e+00  2.70514084e+00 
 3.57000000e-12  2.70514084e+00  2.70514084e+00 
 3.82000000e-12  2.70514084e+00  2.70514084e+00 
 4.07000000e-12  2.70514084e+00  2.70514084e+00 
 4.32000000e-12  2.70514084e+00  2.70514084e+00 
 4.57000000e-12  2.70514084e+00  2.70514084e+00 
 4.82000000e-12  2.70514084e+00  2.70514084e+00 
 5.07000000e-12  2.70514084e+00  2.70514084e+00 
 5.32000000e-12  2.70514084e+00  2.70514084e+00 
 5.57000000e-12  2.70514084e+00  2.70514084e+00 
 5.82000000e-12  2.70514084e+00  2.70514084e+00 
 6.07000000e-12  2.70514084e+00  2.70514084e+00 
 6.32000000e-12  2.70514084e+00  2.70514084e+00 
 6.57000000e-12  2.70514084e+00  2.70514084e+00 
 6.82000000e-12  2.70514084e+00  2.70514084e+00 
 7.07000000e-12  2.70514084e+00  2.70514084e+00 
 7.32000000e-12  2.70514084e+00  2.70514084e+00 
 7.57000000e-12  2.70514084e+00  2.70514084e+00 
 7.82000000e-12  2.70514084e+00  2.70514084e+00 
 8.07000000e-12  2.70514084e+00  2.70514084e+00 
 8.32000000e-12  2.70514084e+00  2.70514084e+00 
 8.57000000e-12  2.70514084e+00  2.70514084e+00 
 8.82000000e-12  2.70514084e+00  2.70514084e+00 
 9.07000000e-12  2.70514084e+00  2.70514084e+00 
 9.32000000e-12  2.70514084e+00  2.70514084e+00 
 9.57000000e-12  2.70514084e+00  2.70514084e+00 
 9.82000000e-12  2.70514084e+00  2.70514084e+00 
 1.00700000e-11  2.70514084e+00  2.70514084e+00 
 1.03200000e-11  2.70514084e+00  2.70514084e+00 
 1.05700000e-11  2.70514084e+00  2.70514084e+00 
 1.08200000e-11  2.70514084e+00  2.70514084e+00 
 1.10700000e-11  2.70514084e+00  2.70514084e+00 
 1.13200000e-11  2.70514084e+00  2.70514084e+00 
 1.15700000e-11  2.70514084e+00  2.70514084e+00 
 1.18200000e-11  2.70514084e+00  2.70514084e+00 
 1.20700000e-11  2.70514084e+00  2.70514084e+00 
 1.23200000e-11  2.70514084e+00  2.70514084e+00 
 1.25700000e-11  2.70514084e+00  2.70514084e+00 
 1.28200000e-11  2.70514084e+00  2.70514084e+00 
 1.30700000e-11  2.70514084e+00  2.70514084e+00 
 1.33200000e-11  2.70514084e+00  2.70514084e+00 
 1.35700000e-11  2.70514084e+00  2.70514084e+00 
 1.38200000e-11  2.70514084e+00  2.70514084e+00 
 1.40700000e-11  2.70514084e+00  2.70514084e+00 
 1.43200000e-11  2.70514084e+00  2.70514084e+00 
 1.45700000e-11  2.70514084e+00  2.70514084e+00 
 1.48200000e-11  2.70514084e+00  2.70514084e+00 
 1.50700000e-11  2.70514084e+00  2.70514084e+00 
 1.53200000e-11  2.70514084e+00  2.70514084e+00 
 1.55700000e-11  2.70514084e+00  2.70514084e+00 
 1.58200000e-11  2.70514084e+00  2.70514084e+00 
 1.60700000e-11  2.70514084e+00  2.70514084e+00 
 1.63200000e-11  2.70514084e+00  2.70514084e+00 
 1.65700000e-11  2.70514084e+00  2.70514084e+00 
 1.68200000e-11  2.70514084e+00  2.70514084e+00 
 1.70700000e-11  2.70514084e+00  2.70514084e+00 
 1.73200000e-11  2.70514084e+00  2.70514084e+00 
 1.75700000e-11  2.70514084e+00  2.70514084e+00 
 1.78200000e-11  2.70514084e+00  2.70514084e+00 
 1.80700000e-11  2.70514084e+00  2.70514084e+00 
 1.83200000e-11  2.70514084e+00  2.70514084e+00 
 1.85700000e-11  2.70514084e+00  2.70514084e+00 
 1.88200000e-11  2.70514084e+00  2.70514084e+00 
 1.90700000e-11  2.70514084e+00  2.70514084e+00 
 1.93200000e-11  2.70514084e+00  2.70514084e+00 
 1.95700000e-11  2.70514084e+00  2.70514084e+00 
 1.98200000e-11  2.70514084e+00  2.70514084e+00 
 2.00700000e-11  2.70514084e+00  2.70514084e+00 
 2.03200000e-11  2.70514084e+00  2.70514084e+00 
 2.05700000e-11  2.70514084e+00  2.70514084e+00 
 2.08200000e-11  2.70514084e+00  2.70514084e+00 
 2.10700000e-11  2.70514084e+00  2.70514084e+00 
 2.13200000e-11  2.70514084e+00  2.70514084e+00 
 2.15700000e-11  2.70514084e+00  2.70514084e+00 
 2.18200000e-11  2.70514084e+00  2.70514084e+00 
 2.20700000e-11  2.70514084e+00  2.70514084e+00 
 2.23200000e-11  2.70514084e+00  2.70514084e+00 
 2.25700000e-11  2.70514084e+00  2.70514084e+00 
 2.28200000e-11  2.70514084e+00  2.70514084e+00 
 2.30700000e-11  2.70514084e+00  2.70514084e+00 
 2.33200000e-11  2.70514084e+00  2.70514084e+00 
 2.35700000e-11  2.70514084e+00  2.70514084e+00 
 2.38200000e-11  2.70514084e+00  2.70514084e+00 
 2.40700000e-11  2.70514084e+00  2.70514084e+00 
 2.43200000e-11  2.70514084e+00  2.70514084e+00 
 2.45700000e-11  2.70514084e+00  2.70514084e+00 
 2.48200000e-11  2.70514084e+00  2.70514084e+00 
 2.50700000e-11  2.70514084e+00  2.70514084e+00 
 2.53200000e-11  2.70514084e+00  2.70514084e+00 
 2.55700000e-11  2.70514084e+00  2.70514084e+00 
 2.58200000e-11  2.70514084e+00  2.70514084e+00 
 2.60700000e-11  2.70514084e+00  2.70514084e+00 
 2.63200000e-11  2.70514084e+00  2.70514084e+00 
 2.65700000e-11  2.70514084e+00  2.70514084e+00 
 2.68200000e-11  2.70514084e+00  2.70514084e+00 
 2.70700000e-11  2.70514084e+00  2.70514084e+00 
 2.73200000e-11  2.70514084e+00  2.70514084e+00 
 2.75700000e-11  2.70514084e+00  2.70514084e+00 
 2.78200000e-11  2.70514084e+00  2.70514084e+00 
 2.80700000e-11  2.70514084e+00  2.70514084e+00 
 2.83200000e-11  2.70514084e+00  2.70514084e+00 
 2.85700000e-11  2.70514084e+00  2.70514084e+00 
 2.88200000e-11  2.70514084e+00  2.70514084e+00 
 2.90700000e-11  2.70514084e+00  2.70514084e+00 
 2.93200000e-11  2.70514084e+00  2.70514084e+00 
 2.95700000e-11  2.70514084e+00  2.70514084e+00 
 2.98200000e-11  2.70514084e+00  2.70514084e+00 
 3.00700000e-11  2.70514084e+00  2.70514084e+00 
 3.03200000e-11  2.70514084e+00  2.70514084e+00 
 3.05700000e-11  2.70514084e+00  2.70514084e+00 
 3.08200000e-11  2.70514084e+00  2.70514084e+00 
 3.10700000e-11  2.70514084e+00  2.70514084e+00 
 3.13200000e-11  2.70514084e+00  2.70514084e+00 
 3.15700000e-11  2.70514084e+00  2.70514084e+00 
 3.18200000e-11  2.70514084e+00  2.70514084e+00 
 3.20700000e-11  2.70514084e+00  2.70514084e+00 
 3.23200000e-11  2.70514084e+00  2.70514084e+00 
 3.25700000e-11  2.70514084e+00  2.70514084e+00 
 3.28200000e-11  2.70514084e+00  2.70514084e+00 
 3.30700000e-11  2.70514084e+00  2.70514084e+00 
 3.33200000e-11  2.70514084e+00  2.70514084e+00 
 3.35700000e-11  2.70514084e+00  2.70514084e+00 
 3.38200000e-11  2.70514084e+00  2.70514084e+00 
 3.40700000e-11  2.70514084e+00  2.70514084e+00 
 3.43200000e-11  2.70514084e+00  2.70514084e+00 
 3.45700000e-11  2.70514084e+00  2.70514084e+00 
 3.48200000e-11  2.70514084e+00  2.70514084e+00 
 3.50700000e-11  2.70514084e+00  2.70514084e+00 
 3.53200000e-11  2.70514084e+00  2.70514084e+00 
 3.55700000e-11  2.70514084e+00  2.70514084e+00 
 3.58200000e-11  2.70514084e+00  2.70514084e+00 
 3.60700000e-11  2.70514084e+00  2.70514084e+00 
 3.63200000e-11  2.70514084e+00  2.70514084e+00 
 3.65700000e-11  2.70514084e+00  2.70514084e+00 
 3.68200000e-11  2.70514084e+00  2.70514084e+00 
 3.70700000e-11  2.70514084e+00  2.70514084e+00 
 3.73200000e-11  2.70514084e+00  2.70514084e+00 
 3.75700000e-11  2.70514084e+00  2.70514084e+00 
 3.78200000e-11  2.70514084e+00  2.70514084e+00 
 3.80700000e-11  2.70514084e+00  2.70514084e+00 
 3.83200000e-11  2.70514084e+00  2.70514084e+00 
 3.85700000e-11  2.70514084e+00  2.70514084e+00 
 3.88200000e-11  2.70514084e+00  2.70514084e+00 
 3.90700000e-11  2.70514084e+00  2.70514084e+00 
 3.93200000e-11  2.70514084e+00  2.70514084e+00 
 3.95700000e-11  2.70514084e+00  2.70514084e+00 
 3.97845000e-11  2.70514084e+00  2.70514084e+00 
 3.99990000e-11  2.70514084e+00  2.70514084e+00 
 3.99991000e-11  2.70514084e+00  2.70514084e+00 
 3.99993000e-11  2.70514084e+00  2.70514084e+00 
 3.99996500e-11  2.70514084e+00  2.70514084e+00 
 4.00000000e-11  2.70514084e+00  2.70514084e+00 
 4.00000700e-11  2.70514084e+00  2.70514084e+00 
 4.00002100e-11  2.70514084e+00  2.70514084e+00 
 4.00004900e-11  2.70514084e+00  2.70514084e+00 
 4.00010500e-11  2.70514084e+00  2.70514084e+00 
 4.00021700e-11  2.70514084e+00  2.70514084e+00 
 4.00044100e-11  2.70514084e+00  2.70514084e+00 
 4.00088900e-11  2.70514084e+00  2.70514084e+00 
 4.00178500e-11  2.70514084e+00  2.70514084e+00 
 4.00357700e-11  2.70514084e+00  2.70514084e+00 
 4.00716100e-11  2.70514084e+00  2.70514084e+00 
 4.01432900e-11  2.70514084e+00  2.70514084e+00 
 4.02866500e-11  2.70514084e+00  2.70514084e+00 
 4.05366500e-11  2.70514084e+00  2.70514084e+00 
 4.07866500e-11  2.70514084e+00  2.70514084e+00 
 4.10366500e-11  2.70514084e+00  2.70514084e+00 
 4.12866500e-11  2.70514084e+00  2.70514084e+00 
 4.15366500e-11  2.70514084e+00  2.70514084e+00 
 4.17866500e-11  2.70514084e+00  2.70514084e+00 
 4.20366500e-11  2.70514084e+00  2.70514084e+00 
 4.22866500e-11  2.70514084e+00  2.70514084e+00 
 4.25366500e-11  2.70514084e+00  2.70514084e+00 
 4.27866500e-11  2.70514084e+00  2.70514084e+00 
 4.30366500e-11  2.70514084e+00  2.70514084e+00 
 4.32866500e-11  2.70514084e+00  2.70514084e+00 
 4.35366500e-11  2.70514084e+00  2.70514084e+00 
 4.37866500e-11  2.70514084e+00  2.70514084e+00 
 4.40366500e-11  2.70514084e+00  2.70514084e+00 
 4.42866500e-11  2.70514084e+00  2.70514084e+00 
 4.45366500e-11  2.70514084e+00  2.70514084e+00 
 4.47866500e-11  2.70514084e+00  2.70514084e+00 
 4.50366500e-11  2.70514084e+00  2.70514084e+00 
 4.52866500e-11  2.70514084e+00  2.70514084e+00 
 4.55366500e-11  2.70514084e+00  2.70514084e+00 
 4.57866500e-11  2.70514084e+00  2.70514084e+00 
 4.60366500e-11  2.70514084e+00  2.70514084e+00 
 4.62866500e-11  2.70514084e+00  2.70514084e+00 
 4.65366500e-11  2.70514084e+00  2.70514084e+00 
 4.67866500e-11  2.70514084e+00  2.70514084e+00 
